"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.0025;1e-06;8;1;11;75.8230001039895
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.0025;3e-07;8;1;22;79.055189110834
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.0025;1e-07;9;1;11;73.2644397094715
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.0025;1e-08;9;1;22;71.7510784548417
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.025;1e-05;10;1;11;48.3720060272034
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.025;3e-06;10;1;22;60.2823628926389
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.025;1e-06;11;1;11;60.9738581569292
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.025;3e-07;11;1;22;60.4962043833318
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.025;1e-07;12;1;11;58.651472568059
"ind";Abraxane;CHIR-99021 (CT99021) HCl;0.025;1e-08;12;1;22;62.0896864053622
"ind";Abraxane;Losmapimod (GW856553X);0;1e-05;1;1;12;98.5745063813958
"ind";Abraxane;Losmapimod (GW856553X);0;3e-06;1;1;23;105.254680050836
"ind";Abraxane;Losmapimod (GW856553X);0;1e-06;2;1;12;99.0728184713265
"ind";Abraxane;Losmapimod (GW856553X);0;3e-07;2;1;23;106.207195933662
"ind";Abraxane;Losmapimod (GW856553X);0;1e-07;3;1;12;104.650005548433
"ind";Abraxane;Losmapimod (GW856553X);0;1e-08;3;1;23;110.130321871923
"ind";Abraxane;Losmapimod (GW856553X);0.00025;1e-05;4;1;12;103.801618746585
"ind";Abraxane;Losmapimod (GW856553X);0.00025;3e-06;4;1;23;99.4134015243883
"ind";Abraxane;Losmapimod (GW856553X);0.00025;1e-06;5;1;12;103.638585547414
"ind";Abraxane;Losmapimod (GW856553X);0.00025;3e-07;5;1;23;108.884122897441
"ind";Abraxane;Losmapimod (GW856553X);0.00025;1e-07;6;1;12;94.053405935218
"ind";Abraxane;Losmapimod (GW856553X);0.00025;1e-08;6;1;23;103.056802692839
"ind";Abraxane;Losmapimod (GW856553X);0.0025;1e-05;7;1;12;67.3134487733078
"ind";Abraxane;Losmapimod (GW856553X);0.0025;3e-06;7;1;23;65.9153832571325
"ind";Abraxane;Losmapimod (GW856553X);0.0025;1e-06;8;1;12;76.7682576594546
"ind";Abraxane;Losmapimod (GW856553X);0.0025;3e-07;8;1;23;78.0353941167069
"ind";Abraxane;Losmapimod (GW856553X);0.0025;1e-07;9;1;12;71.0364123762857
"ind";Abraxane;Losmapimod (GW856553X);0.0025;1e-08;9;1;23;74.1175723407478
"ind";Abraxane;Losmapimod (GW856553X);0.025;1e-05;10;1;12;61.1195830370098
"ind";Abraxane;Losmapimod (GW856553X);0.025;3e-06;10;1;23;59.0104806059587
"ind";Abraxane;Losmapimod (GW856553X);0.025;1e-06;11;1;12;63.1295813829487
"ind";Abraxane;Losmapimod (GW856553X);0.025;3e-07;11;1;23;60.1589713275132
"ind";Abraxane;Losmapimod (GW856553X);0.025;1e-07;12;1;12;59.5283343464749
"ind";Abraxane;Losmapimod (GW856553X);0.025;1e-08;12;1;23;60.1240755228962
"ind";Abraxane;Axitinib;0;1e-05;1;2;2;52.7272816098412
"ind";Abraxane;Axitinib;0;3e-06;1;2;13;53.8255223727472
"ind";Abraxane;Axitinib;0;1e-06;2;2;2;76.2339330991592
"ind";Abraxane;Axitinib;0;3e-07;2;2;13;89.0593975448708
"ind";Abraxane;Axitinib;0;1e-07;3;2;2;93.4677147505264
"ind";Abraxane;Axitinib;0;1e-08;3;2;13;97.2333908183555
"ind";Abraxane;Axitinib;0.00025;1e-05;4;2;2;50.6625666422629
"ind";Abraxane;Axitinib;0.00025;3e-06;4;2;13;56.2618078678873
"ind";Abraxane;Axitinib;0.00025;1e-06;5;2;2;66.3486495672571
"ind";Abraxane;Axitinib;0.00025;3e-07;5;2;13;87.9985650845142
"ind";Abraxane;Axitinib;0.00025;1e-07;6;2;2;86.8123868939733
"ind";Abraxane;Axitinib;0.00025;1e-08;6;2;13;91.3189706854304
"ind";Abraxane;Axitinib;0.0025;1e-05;7;2;2;45.753983181618
"ind";Abraxane;Axitinib;0.0025;3e-06;7;2;13;50.622925008218
"ind";Abraxane;Axitinib;0.0025;1e-06;8;2;2;61.1257246986224
"ind";Abraxane;Axitinib;0.0025;3e-07;8;2;13;66.5493702354141
"ind";Abraxane;Axitinib;0.0025;1e-07;9;2;2;64.3283220631516
"ind";Abraxane;Axitinib;0.0025;1e-08;9;2;13;67.4893236285774
"ind";Abraxane;Axitinib;0.025;1e-05;10;2;2;44.5778549828068
"ind";Abraxane;Axitinib;0.025;3e-06;10;2;13;49.9693963793509
"ind";Abraxane;Axitinib;0.025;1e-06;11;2;2;49.8568923052657
"ind";Abraxane;Axitinib;0.025;3e-07;11;2;13;50.0601254713551
"ind";Abraxane;Axitinib;0.025;1e-07;12;2;2;51.6485824975206
"ind";Abraxane;Axitinib;0.025;1e-08;12;2;13;68.027277352553
"ind";Abraxane;Gefitinib (ZD1839);0;1e-05;1;2;3;85.3919880628432
"ind";Abraxane;Gefitinib (ZD1839);0;3e-06;1;2;14;95.1656050199709
"ind";Abraxane;Gefitinib (ZD1839);0;1e-06;2;2;3;107.984090304759
"ind";Abraxane;Gefitinib (ZD1839);0;3e-07;2;2;14;102.114615968181
"ind";Abraxane;Gefitinib (ZD1839);0;1e-07;3;2;3;97.0938075998875
"ind";Abraxane;Gefitinib (ZD1839);0;1e-08;3;2;14;105.459029882673
"ind";Abraxane;Gefitinib (ZD1839);0.00025;1e-05;4;2;3;74.9721008042087
