"Drug","Gene Name","Dose (uM)","Value"
"ACTB-1003","TNK1",0.03,0.005164928233837261
"ACTB-1003","TNK1",0.003,0.2910973759423591
"AEE-788","ABL1",1,-0.707173359973079
"AEE-788","ABL1",0.1,-0.31396880724114506
"AEE-788","ABL1",0.01,-0.07085311946855989
"AEE-788","ABL1",30,-2.6013928137907762
"AEE-788","ABL1",3,-0.9490111170478625
"AEE-788","ABL1",0.3,-0.44250604069565475
"AEE-788","ABL1",0.03,0.2102902558195888
"AEE-788","ABL1",0.003,0.07517425921857238
"AEE-788","ABL2",1,-0.21406915762990772
"AEE-788","ABL2",0.1,-0.013189747740221035
"AEE-788","ABL2",0.01,-0.055033151519398
"AEE-788","ABL2",30,-1.9214191493427903
"AEE-788","ABL2",3,-0.43312027604611675
"AEE-788","ABL2",0.3,-0.18284055700498564
"AEE-788","ABL2",0.03,0.0948908046291531
"AEE-788","ABL2",0.003,0.09781881451187216
"AEE-788","ACVR1",1,-0.5156253586209044
"AEE-788","ACVR1",0.1,-0.18548902469138928
"AEE-788","ACVR1",0.01,-0.006527828955552596
"AEE-788","ACVR1",30,-1.6488144071216309
"AEE-788","ACVR1",3,-0.519814724710973
"AEE-788","ACVR1",0.3,-0.20222393497964164
"AEE-788","ACVR1",0.03,-0.19702073135608983
"AEE-788","ACVR1",0.003,-0.02859935811446512
"AEE-788","BCR",1,-1.2690665288502345
"AEE-788","BCR",0.1,-0.14333966523811922
"AEE-788","BCR",0.01,-0.6335286675761503
"AEE-788","BCR",30,-4.689355964911059
"AEE-788","BCR",3,-1.4273478891499052
"AEE-788","BCR",0.3,-0.8390465823757711
"AEE-788","BCR",0.03,0.08430805679106143
"AEE-788","BCR",0.003,-0.046507280172543984
"AEE-788","DDR1",1,-0.2472417873045259
"AEE-788","DDR1",0.1,-0.0075018977495579404
"AEE-788","DDR1",0.01,-0.13526054019249945
"AEE-788","DDR1",30,-13.019319095130292
"AEE-788","DDR1",3,-0.23740742719995134
"AEE-788","DDR1",0.3,0.06454596792614412
"AEE-788","DDR1",0.03,-0.022370411095683634
"AEE-788","DDR1",0.003,-0.010764873977092766
"AEE-788","DDR2",1,-0.33510705908904653
"AEE-788","DDR2",0.1,-0.11351588713293013
"AEE-788","DDR2",0.01,-0.03462361389284152
"AEE-788","DDR2",30,-1.6461542307176895
"AEE-788","DDR2",3,-0.3882114197978547
"AEE-788","DDR2",0.3,-0.23108376346450732
"AEE-788","DDR2",0.03,0.08753719049464496
"AEE-788","DDR2",0.003,-0.07826001029337275
"AEE-788","EGFR",1,-1.5770407057218891
"AEE-788","EGFR",0.1,-0.3794230869299704
"AEE-788","EGFR",0.01,-0.11134909074547611
"AEE-788","EGFR",30,-13.019319095130292
"AEE-788","EGFR",3,-2.359562664569126
"AEE-788","EGFR",0.3,-0.7018324643504263
"AEE-788","EGFR",0.03,-0.10413224382592617
"AEE-788","EGFR",0.003,0.07703075579492966
"AEE-788","EPHB4",1,-0.16415126391070972
"AEE-788","EPHB4",0.1,-0.19793514751073457
"AEE-788","EPHB4",0.01,-0.04176095540683385
"AEE-788","EPHB4",30,-1.393727583511885
"AEE-788","EPHB4",3,-0.2875359816373001
"AEE-788","EPHB4",0.3,-0.3069762707041035
"AEE-788","EPHB4",0.03,-0.07564413476147504
"AEE-788","EPHB4",0.003,0.1643819500152628
"AEE-788","GRB2",1,-0.8633853510530778
"AEE-788","GRB2",0.1,-0.27659441506529386
"AEE-788","GRB2",0.01,-0.3985280160466761
"AEE-788","GRB2",30,-1.0323339018833904
"AEE-788","GRB2",3,-1.366767985412518
"AEE-788","GRB2",0.3,-0.4333871099150385
"AEE-788","GRB2",0.03,-0.19826836838707787
"AEE-788","GRB2",0.003,-0.3312392589616144
"AEE-788","INPPL1",1,-0.42530177606780917
"AEE-788","INPPL1",0.1,-0.10989703528383084
"AEE-788","INPPL1",0.01,0.3283912343429651
"AEE-788","INPPL1",30,-13.019319095130292
"AEE-788","INPPL1",3,-13.019319095130292
"AEE-788","INPPL1",0.3,-0.062295141207648536
"AEE-788","INPPL1",0.03,0.27233255599318645
"AEE-788","INPPL1",0.003,0.3189703528749477
"AEE-788","LIMK1",1,-13.019319095130292
"AEE-788","LIMK1",0.1,0.17220864293824534
"AEE-788","LIMK1",0.01,-0.15047382983397042
"AEE-788","LIMK1",30,-13.019319095130292
"AEE-788","LIMK1",3,-0.362285524148897
"AEE-788","LIMK1",0.3,-0.3107816084755882
"AEE-788","LIMK1",0.03,-0.17275582345939722
"AEE-788","LIMK1",0.003,0.11392576938310069
"AEE-788","LIMK2",1,-0.3409740247044464
"AEE-788","LIMK2",0.1,-0.026945291804659755
"AEE-788","LIMK2",0.01,-0.088697237010458
"AEE-788","LIMK2",30,-1.656190665784752
"AEE-788","LIMK2",3,-0.34261246980796833
"AEE-788","LIMK2",0.3,-0.012070189676881077
"AEE-788","LIMK2",0.03,-0.03436918608429383
"AEE-788","LIMK2",0.003,-0.029582109201046845
"AEE-788","MAP2K5",1,-0.22880848355439395
"AEE-788","MAP2K5",0.1,0.1861716007392322
"AEE-788","MAP2K5",0.01,0.11454729767147585
"AEE-788","MAP2K5",30,-1.4246284837572034
"AEE-788","MAP2K5",3,0.013718075176299645
"AEE-788","MAP2K5",0.3,-0.1621641138116094
"AEE-788","MAP2K5",0.03,0.08331838489231733
"AEE-788","MAP2K5",0.003,0.2903199767796694
"AEE-788","MAP3K4",1,-0.18246560709523826
"AEE-788","MAP3K4",0.1,0.22366755501023536
"AEE-788","MAP3K4",0.01,0.07012229675677892
"AEE-788","MAP3K4",30,-1.032128879113901
"AEE-788","MAP3K4",3,-0.38876542176440637
"AEE-788","MAP3K4",0.3,-0.35101651968121145
"AEE-788","MAP3K4",0.03,0.07945548173579427
"AEE-788","MAP3K4",0.003,0.12840657414354614
"AEE-788","MAP4K2",1,-0.3427450661827779
"AEE-788","MAP4K2",0.1,-0.01085368826705232
"AEE-788","MAP4K2",0.01,-0.3345408503201316
"AEE-788","MAP4K2",30,-13.019319095130292
"AEE-788","MAP4K2",3,-0.5899598539301003
"AEE-788","MAP4K2",0.3,-0.08972858365689289
"AEE-788","MAP4K2",0.03,0.12031979140436053
"AEE-788","MAP4K2",0.003,-0.12300857414649653
"AEE-788","MAP4K4",1,0.07451181068090774
"AEE-788","MAP4K4",0.1,-0.04240117348967108
"AEE-788","MAP4K4",0.01,0.02991013608943661
"AEE-788","MAP4K4",30,-1.0743094964498623
"AEE-788","MAP4K4",3,-0.08355198165756758
"AEE-788","MAP4K4",0.3,-0.0005975420834882288
"AEE-788","MAP4K4",0.03,0.37721618484575364
"AEE-788","MAP4K4",0.003,0.45382673699247994
"AEE-788","MAP4K5",1,-0.14446488666526316
"AEE-788","MAP4K5",0.1,0.0034385186760760183
"AEE-788","MAP4K5",0.01,-0.07079893905767537
"AEE-788","MAP4K5",30,-1.9778298086983783
"AEE-788","MAP4K5",3,-0.24077069699529577
"AEE-788","MAP4K5",0.3,-0.2849382075911989
"AEE-788","MAP4K5",0.03,0.1566609094798786
"AEE-788","MAP4K5",0.003,0.07933271160206681
"AEE-788","NEK3",1,-0.5478734339149917
"AEE-788","NEK3",0.1,-0.16263542829183036
"AEE-788","NEK3",0.01,0.036992322796677704
"AEE-788","NEK3",30,-1.1409121667131683
"AEE-788","NEK3",3,-0.1460103249130198
"AEE-788","NEK3",0.3,-0.18153538944889008
"AEE-788","NEK3",0.03,-0.018430705407187123
"AEE-788","NEK3",0.003,0.03829781986453331
"AEE-788","PDGFRB",1,-0.3012483669253589
"AEE-788","PDGFRB",0.1,-0.2890395517649746
"AEE-788","PDGFRB",0.01,-0.4016230390612723
"AEE-788","PDGFRB",30,-1.8025734906676552
"AEE-788","PDGFRB",3,-0.6509860009652818
"AEE-788","PDGFRB",0.3,-0.43287532433862486
"AEE-788","PDGFRB",0.03,-0.17350306377605948
"AEE-788","PDGFRB",0.003,-0.3619996127686677
"AEE-788","SIK2",1,-0.3413828820088516
"AEE-788","SIK2",0.1,-0.3842080187025836
"AEE-788","SIK2",0.01,-0.14584666643684413
"AEE-788","SIK2",30,-1.9057700721355397
"AEE-788","SIK2",3,-0.5518437061431106
"AEE-788","SIK2",0.3,-0.42092454002086366
"AEE-788","SIK2",0.03,-0.07426925065742508
"AEE-788","SIK2",0.003,0.007089010077146608
"AEE-788","SLK",1,-0.4225518526757989
"AEE-788","SLK",0.1,-0.3007074790467202
"AEE-788","SLK",0.01,-0.23241477717451609
"AEE-788","SLK",30,-2.086988138224452
"AEE-788","SLK",3,-0.5202140855483218
"AEE-788","SLK",0.3,-0.38924261941727345
"AEE-788","SLK",0.03,-0.015532147652174543
"AEE-788","SLK",0.003,0.03773077561029351
"AEE-788","STK10",1,-0.6191120396616467
"AEE-788","STK10",0.1,-0.31543281570979564
"AEE-788","STK10",0.01,-0.2341015602091797
"AEE-788","STK10",30,-2.832247753173936
"AEE-788","STK10",3,-0.8348679640185955
"AEE-788","STK10",0.3,-0.3806485971866782
"AEE-788","STK10",0.03,-0.14259814942838434
"AEE-788","STK10",0.003,0.07809652809520326
"AEE-788","TNK2",1,-0.2656580757485973
"AEE-788","TNK2",0.1,-0.04998876911497931
"AEE-788","TNK2",0.01,-0.27654639189133295
"AEE-788","TNK2",30,-1.8517294889308757
"AEE-788","TNK2",3,-0.9104349988629925
"AEE-788","TNK2",0.3,-0.14918843446273763
"AEE-788","TNK2",0.03,-0.009581658072611897
"AEE-788","TNK2",0.003,0.1664594573826527
"AEE-788","WEE1",1,-0.39767834217010023
"AEE-788","WEE1",0.1,-0.20079021914825523
"AEE-788","WEE1",0.01,-0.1904488815723527
"AEE-788","WEE1",30,-2.282379359601309
"AEE-788","WEE1",3,-0.4544854015175911
"AEE-788","WEE1",0.3,-0.43050520330274017
"AEE-788","WEE1",0.03,0.0182982707548732
"AEE-788","WEE1",0.003,-0.003477284485977464
"AEE-788","YES1",1,-0.35133874160543105
"AEE-788","YES1",0.1,-0.13801876269919436
"AEE-788","YES1",0.01,-0.12796473688339152
"AEE-788","YES1",30,-1.3718631385979563
"AEE-788","YES1",3,-0.2958931157685051
"AEE-788","YES1",0.3,-0.34145445208105546
"AEE-788","YES1",0.03,-0.01064934469830515
"AEE-788","YES1",0.003,0.1254186323944049
"AEE-788","ZAK",1,-0.1940293652629055
"AEE-788","ZAK",0.1,-0.014280357071367999
"AEE-788","ZAK",0.01,-0.13577956966816615
"AEE-788","ZAK",30,-2.1951782204417247
"AEE-788","ZAK",3,-0.4046356329521661
"AEE-788","ZAK",0.3,-0.13205608325012078
"AEE-788","ZAK",0.03,0.22389645377730508
"AEE-788","ZAK",0.003,-0.02762213552453179
"AEW-541","ACVR1",1,-0.44056800171971505
"AEW-541","ACVR1",0.1,-0.24437374956662056
"AEW-541","ACVR1",0.01,-0.42901630456507034
"AEW-541","ACVR1",30,-1.1879483161038022
"AEW-541","ACVR1",3,-0.840971644132054
"AEW-541","ACVR1",0.3,-0.6348584267793066
"AEW-541","ACVR1",0.03,-0.009023923343461828
"AEW-541","ACVR1",0.003,-0.047021947871958895
"AEW-541","ADCK3",1,-0.8227996019446573
"AEW-541","ADCK3",0.1,-0.31213688066215767
"AEW-541","ADCK3",0.01,-0.05528301043779667
"AEW-541","ADCK3",30,-1.5043904361341338
"AEW-541","ADCK3",3,-0.8888542159088764
"AEW-541","ADCK3",0.3,-0.3745944991178011
"AEW-541","ADCK3",0.03,-0.11858982928727112
"AEW-541","ADCK3",0.003,-0.23944344846557258
"AEW-541","ATR",1,-13.019319095130292
"AEW-541","ATR",0.1,-13.019319095130292
"AEW-541","ATR",0.01,-1.614269777916269
"AEW-541","ATR",30,-13.019319095130292
"AEW-541","ATR",3,-13.019319095130292
"AEW-541","ATR",0.3,-13.019319095130292
"AEW-541","ATR",0.03,-2.980314453413191
"AEW-541","ATR",0.003,-0.6440039416247284
"AEW-541","BMPR1B",1,-0.8267945740431439
"AEW-541","BMPR1B",0.1,-0.5280419803477202
"AEW-541","BMPR1B",0.01,-0.38075316423339217
"AEW-541","BMPR1B",30,-1.1244126582524816
"AEW-541","BMPR1B",3,-0.6188041855448743
"AEW-541","BMPR1B",0.3,-0.637128881293457
"AEW-541","BMPR1B",0.03,-0.1447706955791697
"AEW-541","BMPR1B",0.003,-0.4582109343079604
"AEW-541","COMT",1,-0.10515001540747292
"AEW-541","COMT",0.1,0.25272290902972677
"AEW-541","COMT",0.01,0.10476302407204524
"AEW-541","COMT",30,-13.019319095130292
"AEW-541","COMT",3,-0.4462008413819051
"AEW-541","COMT",0.3,0.2933440228636966
"AEW-541","COMT",0.03,0.40381158430123676
"AEW-541","COMT",0.003,0.011131835263594706
"AEW-541","CSNK1E",1,-0.05767903186135683
"AEW-541","CSNK1E",0.1,-0.20473867175689725
"AEW-541","CSNK1E",0.01,-0.0969989281016319
"AEW-541","CSNK1E",30,-1.8257745234717333
"AEW-541","CSNK1E",3,-0.27991648300152244
"AEW-541","CSNK1E",0.3,-0.37652192744465474
"AEW-541","CSNK1E",0.03,0.2837633367010075
"AEW-541","CSNK1E",0.003,0.31590404024577223
"AEW-541","FECH",1,-0.42723054289547907
"AEW-541","FECH",0.1,-0.4154406391570607
"AEW-541","FECH",0.01,-0.2531759057997683
"AEW-541","FECH",30,-1.6731195377393175
"AEW-541","FECH",3,-0.6178063395251111
"AEW-541","FECH",0.3,-0.025110126265262617
"AEW-541","FECH",0.03,0.24079255091841964
"AEW-541","FECH",0.003,0.020077722028093013
"AEW-541","HCK",1,-0.7473025106500732
"AEW-541","HCK",0.1,-0.31570082856856074
"AEW-541","HCK",0.01,-0.19997225780374414
"AEW-541","HCK",30,-1.7476972648592732
"AEW-541","HCK",3,-0.9372529885026357
"AEW-541","HCK",0.3,-0.29557612514721204
"AEW-541","HCK",0.03,0.1366856830325972
"AEW-541","HCK",0.003,-0.1264556643557401
"AEW-541","IGF1R",1,-0.8856121983890325
"AEW-541","IGF1R",0.1,-0.44874021122054014
"AEW-541","IGF1R",0.01,-0.4449378896128572
"AEW-541","IGF1R",30,-2.2368917562194253
"AEW-541","IGF1R",3,-1.0642007123391333
"AEW-541","IGF1R",0.3,-0.36948082384708447
"AEW-541","IGF1R",0.03,-0.1805118062590252
"AEW-541","IGF1R",0.003,-0.2880350956973652
"AEW-541","INSR",1,-0.26524815140863905
"AEW-541","INSR",0.1,-0.29269346989266243
"AEW-541","INSR",0.01,-0.08193707072843083
"AEW-541","INSR",30,-0.8887984262260066
"AEW-541","INSR",3,-0.3364845350157835
"AEW-541","INSR",0.3,-0.025611240347387022
"AEW-541","INSR",0.03,0.3238323969536177
"AEW-541","INSR",0.003,0.031012719391007235
"AEW-541","LATS1",1,-0.27409388537059537
"AEW-541","LATS1",0.1,-0.17708999668860412
"AEW-541","LATS1",0.01,-0.021691109224181687
"AEW-541","LATS1",30,-1.1849951947739499
"AEW-541","LATS1",3,-0.6441667355856685
"AEW-541","LATS1",0.3,-0.22416579205462797
"AEW-541","LATS1",0.03,-0.05643710469098802
"AEW-541","LATS1",0.003,-0.08056636469623005
"AEW-541","LYN",1,-0.5745641163421737
"AEW-541","LYN",0.1,-0.3370979910708373
"AEW-541","LYN",0.01,-0.3424485943304549
"AEW-541","LYN",30,-0.9877758469563107
"AEW-541","LYN",3,-0.7192255446399913
"AEW-541","LYN",0.3,-0.24956323582547837
"AEW-541","LYN",0.03,-0.12579717412915792
"AEW-541","LYN",0.003,-0.10921905386610181
"AEW-541","MAP2K1",1,0.31321987715825583
"AEW-541","MAP2K1",0.1,0.46939981349410886
"AEW-541","MAP2K1",0.01,0.4996607337445629
"AEW-541","MAP2K1",30,-1.3191716232700597
"AEW-541","MAP2K1",3,-0.1488924677001738
"AEW-541","MAP2K1",0.3,0.15605745835028834
"AEW-541","MAP2K1",0.03,0.27591941309423995
"AEW-541","MAP2K1",0.003,0.007538549885821142
"AEW-541","MAP2K2",1,0.04901437389895969
"AEW-541","MAP2K2",0.1,0.2865189624749918
"AEW-541","MAP2K2",0.01,0.48641189562421017
"AEW-541","MAP2K2",30,-1.6428633307387133
"AEW-541","MAP2K2",3,-0.045502345742431324
"AEW-541","MAP2K2",0.3,0.5203809686016263
"AEW-541","MAP2K2",0.03,0.5370852488208921
"AEW-541","MAP2K2",0.003,0.5011077751602565
"AEW-541","MAP2K5",1,-1.7391285878660936
"AEW-541","MAP2K5",0.1,-0.32276569112068176
"AEW-541","MAP2K5",0.01,0.21820879722313474
"AEW-541","MAP2K5",30,-2.3743557549715626
"AEW-541","MAP2K5",3,-2.0967043353629875
"AEW-541","MAP2K5",0.3,-1.0038268365673224
"AEW-541","MAP2K5",0.03,0.07419380384289481
"AEW-541","MAP2K5",0.003,0.24794785386219417
"AEW-541","MAP4K2",1,-0.299966846618789
"AEW-541","MAP4K2",0.1,-0.17781840359994674
"AEW-541","MAP4K2",0.01,-0.17510880480411764
"AEW-541","MAP4K2",30,-1.934381212454559
"AEW-541","MAP4K2",3,-0.4747795829707324
"AEW-541","MAP4K2",0.3,-0.06608001583899487
"AEW-541","MAP4K2",0.03,-0.06485114434996807
"AEW-541","MAP4K2",0.003,-0.2831974016588737
"AEW-541","MAP4K5",1,-0.36125000828752346
"AEW-541","MAP4K5",0.1,-0.09009999711651816
"AEW-541","MAP4K5",0.01,-0.028305886407736014
"AEW-541","MAP4K5",30,-1.8719739680600076
"AEW-541","MAP4K5",3,-0.6611172512043291
"AEW-541","MAP4K5",0.3,-0.032611427304881424
"AEW-541","MAP4K5",0.03,0.1520400718771943
"AEW-541","MAP4K5",0.003,0.10040811188663988
"AEW-541","MOB1A;MOB1B",1,-0.14412424202093865
"AEW-541","MOB1A;MOB1B",0.1,0.27079456088687687
"AEW-541","MOB1A;MOB1B",0.01,0.4530119752385082
"AEW-541","MOB1A;MOB1B",30,-13.019319095130292
"AEW-541","MOB1A;MOB1B",3,-0.25088424233976603
"AEW-541","MOB1A;MOB1B",0.3,0.09671646233955696
"AEW-541","MOB1A;MOB1B",0.03,0.07760674656568746
"AEW-541","MOB1A;MOB1B",0.003,0.2685077502974467
"AEW-541","PKN3",1,-13.019319095130292
"AEW-541","PKN3",0.1,-0.482816692070324
"AEW-541","PKN3",0.01,-1.6393463935524126
"AEW-541","PKN3",30,-13.019319095130292
"AEW-541","PKN3",3,-13.019319095130292
"AEW-541","PKN3",0.3,-1.7600560774682814
"AEW-541","PKN3",0.03,-2.296978492422068
"AEW-541","PKN3",0.003,0.28316150803203793
"AEW-541","PTK6",1,-0.8874687175083809
"AEW-541","PTK6",0.1,-0.2996654586019139
"AEW-541","PTK6",0.01,-0.35504148394750273
"AEW-541","PTK6",30,-13.019319095130292
"AEW-541","PTK6",3,-0.7938391739527009
"AEW-541","PTK6",0.3,-0.03918314089319214
"AEW-541","PTK6",0.03,0.2596745245460208
"AEW-541","PTK6",0.003,-0.2650792683489014
"AEW-541","RET",1,-0.09622160891650701
"AEW-541","RET",0.1,-0.11933039693292409
"AEW-541","RET",0.01,0.0584811446814005
"AEW-541","RET",30,-1.3016972970532463
"AEW-541","RET",3,-0.33847181259781256
"AEW-541","RET",0.3,-0.2537741419352945
"AEW-541","RET",0.03,0.11544211782743206
"AEW-541","RET",0.003,0.13776068198794764
"AEW-541","RIPK2",1,-0.9327731806653549
"AEW-541","RIPK2",0.1,-0.2555828422662548
"AEW-541","RIPK2",0.01,-0.5195775411148423
"AEW-541","RIPK2",30,-2.256643668017992
"AEW-541","RIPK2",3,-1.1816073766265507
"AEW-541","RIPK2",0.3,-0.2665075214993921
"AEW-541","RIPK2",0.03,-0.005691481652545011
"AEW-541","RIPK2",0.003,-0.2531570428957533
"AEW-541","RIPK3",1,-0.39956928055871627
"AEW-541","RIPK3",0.1,0.2573409295948265
"AEW-541","RIPK3",0.01,0.2725729201893969
"AEW-541","RIPK3",30,-13.019319095130292
"AEW-541","RIPK3",3,-0.06531451345056863
"AEW-541","RIPK3",0.3,-0.13700342232575768
"AEW-541","RIPK3",0.03,0.7314372452661146
"AEW-541","RIPK3",0.003,-0.09495282902018644
"AEW-541","ROCK2",1,-0.44733084194073935
"AEW-541","ROCK2",0.1,-0.36831713697342505
"AEW-541","ROCK2",0.01,-0.2517206556135842
"AEW-541","ROCK2",30,-1.3642729344501956
"AEW-541","ROCK2",3,-0.5670456448758586
"AEW-541","ROCK2",0.3,-0.171770529356498
"AEW-541","ROCK2",0.03,-0.03742504902443558
"AEW-541","ROCK2",0.003,-0.2250889951981978
"AEW-541","SRC",1,-0.6148906745118459
"AEW-541","SRC",0.1,-0.4148538217636812
"AEW-541","SRC",0.01,-0.35094230283127353
"AEW-541","SRC",30,-1.0772235739294698
"AEW-541","SRC",3,-0.6554579130304766
"AEW-541","SRC",0.3,-0.3033974196389654
"AEW-541","SRC",0.03,-0.05232455758368645
"AEW-541","SRC",0.003,-0.2380678955140586
"AEW-541","STK4",1,-0.17266624439037356
"AEW-541","STK4",0.1,-0.07513238015800264
"AEW-541","STK4",0.01,-0.06721393535301266
"AEW-541","STK4",30,-1.6773996308454235
"AEW-541","STK4",3,-0.3521786148162006
"AEW-541","STK4",0.3,0.22121085285035116
"AEW-541","STK4",0.03,0.24918885771620622
"AEW-541","STK4",0.003,0.11566799542134788
"AEW-541","YES1",1,-1.10355796988474
"AEW-541","YES1",0.1,-0.5653892292890965
"AEW-541","YES1",0.01,-0.5481540024306546
"AEW-541","YES1",30,-1.723735760183807
"AEW-541","YES1",3,-0.9866817837670174
"AEW-541","YES1",0.3,-0.4037787330775904
"AEW-541","YES1",0.03,0.12811057246310514
"AEW-541","YES1",0.003,-0.3042700329736398
"Afatinib","ADK",1,0.14630211692526213
"Afatinib","ADK",0.1,0.1570200949478224
"Afatinib","ADK",0.01,0.5720832629016133
"Afatinib","ADK",30,-13.019319095130292
"Afatinib","ADK",3,-0.5058336901480935
"Afatinib","ADK",0.3,0.45603480946922526
"Afatinib","ADK",0.03,0.10814943986345477
"Afatinib","ADK",0.003,0.13914695704248722
"Afatinib","EGFR",1,-13.019319095130292
"Afatinib","EGFR",0.1,-13.019319095130292
"Afatinib","EGFR",0.01,-13.019319095130292
"Afatinib","EGFR",30,-13.019319095130292
"Afatinib","EGFR",3,-13.019319095130292
"Afatinib","EGFR",0.3,-13.019319095130292
"Afatinib","EGFR",0.03,-13.019319095130292
"Afatinib","EGFR",0.003,-0.9970322996034474
"Afatinib","GAK",1,-0.10287942453813943
"Afatinib","GAK",0.1,0.022023178471449086
"Afatinib","GAK",0.01,0.008849654961281832
"Afatinib","GAK",30,-2.2963006516969813
"Afatinib","GAK",3,-0.6773165382028808
"Afatinib","GAK",0.3,0.003917008090248557
"Afatinib","GAK",0.03,0.036285871375821496
"Afatinib","GAK",0.003,0.14417854021071272
"Afatinib","GRB2",1,0.030727872978071714
"Afatinib","GRB2",0.1,0.03269174529919939
"Afatinib","GRB2",0.01,0.0024777430632214946
"Afatinib","GRB2",30,-1.1814700023857196
"Afatinib","GRB2",3,-0.26954397241727146
"Afatinib","GRB2",0.3,0.17692772200962656
"Afatinib","GRB2",0.03,0.1615953986390392
"Afatinib","GRB2",0.003,0.24676479927470826
"Afatinib","MAPK11",1,-0.21607384460110982
"Afatinib","MAPK11",0.1,0.5265020184000676
"Afatinib","MAPK11",0.01,0.11266718907650108
"Afatinib","MAPK11",30,-13.019319095130292
"Afatinib","MAPK11",3,-0.43068652177494565
"Afatinib","MAPK11",0.3,0.2890611571597303
"Afatinib","MAPK11",0.03,0.38658782516001605
"Afatinib","MAPK11",0.003,-0.10620009817789287
"Afatinib","MAPK14",1,-0.29531148533769364
"Afatinib","MAPK14",0.1,0.09121992524224348
"Afatinib","MAPK14",0.01,0.20405131269102328
"Afatinib","MAPK14",30,-2.5443032128464727
"Afatinib","MAPK14",3,-0.9907275105698466
"Afatinib","MAPK14",0.3,-0.04609843707567666
"Afatinib","MAPK14",0.03,0.19814487508976777
"Afatinib","MAPK14",0.003,0.13508530301149538
"Afatinib","MAPK9",1,-0.10920742239707007
"Afatinib","MAPK9",0.1,-0.08592290731327232
"Afatinib","MAPK9",0.01,-0.03573119194125075
"Afatinib","MAPK9",30,-4.12037800264046
"Afatinib","MAPK9",3,-0.6945241934441212
"Afatinib","MAPK9",0.3,0.023237902013350825
"Afatinib","MAPK9",0.03,-0.27584186976837904
"Afatinib","MAPK9",0.003,0.06761765883736723
"Afatinib","MAPKAPK2",1,-1.0247414773225827
"Afatinib","MAPKAPK2",0.1,0.10806832814280809
"Afatinib","MAPKAPK2",0.01,0.045209555159366664
"Afatinib","MAPKAPK2",30,-13.019319095130292
"Afatinib","MAPKAPK2",3,-1.6348484474055713
"Afatinib","MAPKAPK2",0.3,-0.24463775166131416
"Afatinib","MAPKAPK2",0.03,0.19748962376603402
"Afatinib","MAPKAPK2",0.003,-0.12472889303254163
"Afatinib","MET",1,-1.0749929293955618
"Afatinib","MET",0.1,-2.144485588284763
"Afatinib","MET",0.01,-1.3527272585355354
"Afatinib","MET",30,-13.019319095130292
"Afatinib","MET",3,-2.959230453439674
"Afatinib","MET",0.3,-0.3243459331735284
"Afatinib","MET",0.03,0.19305164270227987
"Afatinib","MET",0.003,0.7170429148971184
"Afatinib","MYLK",1,-0.5574270861301892
"Afatinib","MYLK",0.1,-0.7391282642857375
"Afatinib","MYLK",0.01,-0.7699752109731524
"Afatinib","MYLK",30,-2.834637339664044
"Afatinib","MYLK",3,-1.0804477978369835
"Afatinib","MYLK",0.3,-0.459319586987301
"Afatinib","MYLK",0.03,-0.10530049129979137
"Afatinib","MYLK",0.003,0.1307820265005221
"Afatinib","PHKG2",1,-0.09228578420304619
"Afatinib","PHKG2",0.1,0.14107291269114128
"Afatinib","PHKG2",0.01,0.31822064959970586
"Afatinib","PHKG2",30,-13.019319095130292
"Afatinib","PHKG2",3,-0.39949931314670567
"Afatinib","PHKG2",0.3,0.05862319043677918
"Afatinib","PHKG2",0.03,0.5380888566742165
"Afatinib","PHKG2",0.003,0.5124264437061982
"Afatinib","UNC119",1,-1.3596127260275352
"Afatinib","UNC119",0.1,-0.17152943597454628
"Afatinib","UNC119",0.01,-0.32307981591405566
"Afatinib","UNC119",30,-3.028837585547786
"Afatinib","UNC119",3,-1.327035568533046
"Afatinib","UNC119",0.3,-0.29576989808832294
"Afatinib","UNC119",0.03,-0.5206162285599623
"Afatinib","UNC119",0.003,0.36133910564551086
"Alectinib","ACOX1",1,0.4210288490895885
"Alectinib","ACOX1",0.1,2.655491235591577
"Alectinib","ACOX1",0.01,2.9117346364655607
"Alectinib","ACOX1",30,-13.019319095130292
"Alectinib","ACOX1",3,-13.019319095130292
"Alectinib","ACOX1",0.3,1.476753746730223
"Alectinib","ACOX1",0.03,3.57611654397879
